CAL_DATE,HIJRI_DATE,Main Event,Category_Channel,LOG_SALES,Is_Ramadan,Is_Eid_Fitr,Is_Eid_Adha
2022-01-08,1443-06-05,Mini Bts,66_Brick and Mortar,7.861307112917626,0,0,0
2022-01-08,1443-06-05,Mini Bts,6_Brick and Mortar,11.40722744792077,0,0,0
2022-01-08,1443-06-05,Mini Bts,6_E-Commerce,10.115830260173656,0,0,0
2022-01-08,1443-06-05,Mini Bts,6_Noon,8.376065016169838,0,0,0
2022-01-08,1443-06-05,Mini Bts,7_Brick and Mortar,6.97106804919389,0,0,0
2022-01-09,1443-06-06,Mini Bts,101_E-Commerce,8.020799162755372,0,0,0
2022-01-09,1443-06-06,Mini Bts,102_Brick and Mortar,7.605740736182332,0,0,0
2022-01-09,1443-06-06,Mini Bts,105_Brick and Mortar,9.874859142345638,0,0,0
2022-01-09,1443-06-06,Mini Bts,13_Brick and Mortar,11.012732612409335,0,0,0
2022-01-09,1443-06-06,Mini Bts,13_E-Commerce,8.881461456979626,0,0,0
2022-01-09,1443-06-06,Mini Bts,1_Brick and Mortar,13.795210652147624,0,0,0
2022-01-09,1443-06-06,Mini Bts,1_E-Commerce,11.718474927235263,0,0,0
2022-01-09,1443-06-06,Mini Bts,1_Noon,8.265645021534178,0,0,0
2022-01-09,1443-06-06,Mini Bts,20_Brick and Mortar,12.968191537353194,0,0,0
2022-01-09,1443-06-06,Mini Bts,20_E-Commerce,9.056773826509225,0,0,0
2022-01-09,1443-06-06,Mini Bts,20_Services,8.762301736308958,0,0,0
2022-01-09,1443-06-06,Mini Bts,2_Brick and Mortar,15.176526930819879,0,0,0
2022-01-09,1443-06-06,Mini Bts,2_E-Commerce,12.90034060952765,0,0,0
2022-01-09,1443-06-06,Mini Bts,2_Noon,11.11856274661274,0,0,0
2022-01-09,1443-06-06,Mini Bts,3_Brick and Mortar,13.406086312805881,0,0,0
2022-01-09,1443-06-06,Mini Bts,3_E-Commerce,11.669707289156445,0,0,0
2022-01-09,1443-06-06,Mini Bts,3_Noon,10.425696044939329,0,0,0
2022-01-09,1443-06-06,Mini Bts,4_Brick and Mortar,13.767747855380362,0,0,0
2022-01-09,1443-06-06,Mini Bts,4_E-Commerce,12.088048506935813,0,0,0
2022-01-09,1443-06-06,Mini Bts,4_Noon,9.213305970239468,0,0,0
